Order ID,Order Date,Customer Name,Gender,Age,City,State,Region,Product,Category,Quantity,Unit Price,Discount %,Sales,Cost,Profit,Salesperson,Payment Mode,Customer Type,Rating
102467,2025-02-07 0:00:00,Priya Sharma,Female,58,Bengaluru,Karnataka,South,Phone,Electronics,8,32195.9,20,206053.76,141210.03,64843.73,Priya Rao,Debit Card,New,1
102468,2025-08-16 0:00:00,Rohan Patel,Female,50,Bengaluru,Karnataka,South,Phone,Electronics,5,30618.18,0,153090.9,121746.62,31344.28,Priya Rao,Credit Card,New,1
102469,2025-05-04 0:00:00,Aarav Singh,Female,58,Chennai,Tamil Nadu,South,Chair,Furniture,4,5445.46,5,20692.75,13519.28,7173.47,Priya Rao,Debit Card,Returning,1
102470,2025-09-22 0:00:00,David Kumar,Female,44,Delhi,Delhi,North,Keyboard,Electronics,5,1361.99,10,6128.95,5107.88,1021.07,Priya Rao,Cash,New,5
102471,2025-05-19 0:00:00,Lakshmi Sharma,Male,39,Visakhapatnam,Andhra Pradesh,South,Keyboard,Electronics,1,1606.13,15,1365.21,968.01,397.2,Kiran Patel,Cash,Returning,5
102472,2024-01-03 0:00:00,Pooja Patel,Male,30,Chennai,Tamil Nadu,South,Mouse,Electronics,7,777.74,25,4083.14,3069.43,1013.71,Neha Sharma,Debit Card,Returning,3
102473,2024-05-14 0:00:00,Meera Sharma,Female,26,Mumbai,Maharashtra,West,Mouse,Electronics,4,758.34,20,2426.69,2087.66,339.03,Priya Rao,Net Banking,Returning,4
102474,2025-08-26 0:00:00,Amit Das,Male,20,Visakhapatnam,Andhra Pradesh,South,Mouse,Electronics,1,761.81,20,609.45,422.89,186.56,Priya Rao,Debit Card,Returning,3
102475,2025-03-13 0:00:00,Ananya Sharma,Female,40,Visakhapatnam,Andhra Pradesh,South,Keyboard,Electronics,4,1435.72,20,4594.3,3799.17,795.13,Neha Sharma,Debit Card,Returning,2
102476,2024-02-07 0:00:00,Ananya Sharma,Male,41,Hyderabad,Telangana,South,Monitor,Electronics,8,11308.66,20,72375.42,59015.24,13360.18,Ravi Kumar,Net Banking,Returning,3
102477,2024-02-07 0:00:00,Amit Kumar,Male,23,Chennai,Tamil Nadu,South,Mouse,Electronics,8,785.01,20,5024.06,4041.28,982.78,Kiran Patel,Debit Card,Returning,2
102478,2024-07-20 0:00:00,Lakshmi Kumar,Female,24,Hyderabad,Telangana,South,Phone,Electronics,2,31738.34,25,47607.51,39396.29,8211.22,Rahul Verma,Debit Card,Returning,1
102479,2024-12-22 0:00:00,Lakshmi Singh,Female,21,Visakhapatnam,Andhra Pradesh,South,Chair,Furniture,2,6142.22,0,12284.44,8678.18,3606.26,Kiran Patel,Cash,Returning,5
102480,2025-10-31 0:00:00,Arjun Reddy,Female,36,Visakhapatnam,Andhra Pradesh,South,Printer,Electronics,3,8242.01,20,19780.82,15326.08,4454.74,Amit Singh,Debit Card,Returning,2
102481,2025-12-19 0:00:00,Arjun Patel,Female,52,Mumbai,Maharashtra,West,Laptop,Electronics,1,60330.16,25,45247.62,37675.66,7571.96,Rahul Verma,UPI,New,5
102482,2025-09-23 0:00:00,Priya Kumar,Male,57,Chennai,Tamil Nadu,South,Mouse,Electronics,1,878.5,10,790.65,690.86,99.79,Amit Singh,UPI,Returning,2
102483,2025-09-06 0:00:00,Sneha Sharma,Male,59,Chennai,Tamil Nadu,South,Laptop,Electronics,8,52202.45,0,417619.6,275944.66,141674.94,Neha Sharma,Cash,Returning,2
102484,2025-11-22 0:00:00,Vivaan Reddy,Male,43,Hyderabad,Telangana,South,Headphones,Electronics,4,2471.25,15,8402.25,6016.05,2386.2,Neha Sharma,Credit Card,Returning,1
102485,2025-06-29 0:00:00,David Singh,Male,46,Chennai,Tamil Nadu,South,Headphones,Electronics,3,2569.98,20,6167.95,5056.39,1111.56,Rahul Verma,Cash,Returning,5
102486,2024-06-22 0:00:00,Meera Das,Female,39,Mumbai,Maharashtra,West,Monitor,Electronics,1,11090.79,10,9981.71,7252.39,2729.32,Rahul Verma,Net Banking,Returning,2
102487,2025-03-01 0:00:00,Aditya Sharma,Female,44,Pune,Maharashtra,West,Headphones,Electronics,3,2412.2,0,7236.6,5743.09,1493.51,Rahul Verma,Debit Card,New,5
102488,2024-11-09 0:00:00,Aditya Singh,Male,57,Bengaluru,Karnataka,South,Tablet,Electronics,7,20239.3,0,141675.1,102820.12,38854.98,Priya Rao,Debit Card,New,3
102489,2024-10-14 0:00:00,Priya Kumar,Female,65,Pune,Maharashtra,West,Laptop,Electronics,3,58878.95,15,150141.32,132368.68,17772.64,Neha Sharma,Net Banking,Returning,4
102490,2024-07-11 0:00:00,Rohan Kumar,Female,57,Chennai,Tamil Nadu,South,Chair,Furniture,4,6134.94,0,24539.76,19209.42,5330.34,Neha Sharma,UPI,Returning,3
102491,2024-04-26 0:00:00,Meera Patel,Female,60,Mumbai,Maharashtra,West,Printer,Electronics,5,8697.4,25,32615.25,23354.06,9261.19,Amit Singh,Cash,Returning,5
102492,2024-12-12 0:00:00,Priya Sharma,Female,42,Kolkata,West Bengal,East,Monitor,Electronics,6,11083.02,20,53198.5,42057.32,11141.18,Ravi Kumar,Debit Card,New,5
102493,2024-09-16 0:00:00,Ananya Sharma,Male,63,Visakhapatnam,Andhra Pradesh,South,Tablet,Electronics,5,22438.55,0,112192.75,76656.12,35536.63,Amit Singh,UPI,Returning,3
102494,2025-02-03 0:00:00,Ananya Kumar,Male,40,Kolkata,West Bengal,East,Headphones,Electronics,5,2414.55,20,9658.2,7809.19,1849.01,Amit Singh,Credit Card,Returning,4
102495,2025-11-11 0:00:00,David Sharma,Female,50,Hyderabad,Telangana,South,Tablet,Electronics,8,21416.86,5,162768.14,129946.79,32821.35,Ravi Kumar,Cash,Returning,1
102496,2024-03-19 0:00:00,Sarah Sharma,Female,56,Pune,Maharashtra,West,Headphones,Electronics,7,2503.52,5,16648.41,12485.78,4162.63,Amit Singh,Debit Card,New,4
102497,2024-06-07 0:00:00,Pooja Das,Male,31,Hyderabad,Telangana,South,Phone,Electronics,8,29873.18,5,227036.17,167878.84,59157.33,Kiran Patel,UPI,Returning,4
102498,2025-05-28 0:00:00,Rohan Singh,Male,57,Bengaluru,Karnataka,South,Tablet,Electronics,8,21494.1,5,163355.16,111853.03,51502.13,Ravi Kumar,Net Banking,New,1
102499,2024-06-27 0:00:00,Sneha Singh,Male,23,Pune,Maharashtra,West,Headphones,Electronics,2,2414.79,20,3863.66,2588.18,1275.48,Rahul Verma,Debit Card,Returning,1
102500,2024-04-06 0:00:00,Priya Singh,Male,19,Bengaluru,Karnataka,South,Phone,Electronics,5,29535.27,5,140292.53,102679.62,37612.91,Ravi Kumar,UPI,Returning,1
102501,2024-05-08 0:00:00,Meera Reddy,Female,58,Pune,Maharashtra,West,Desk,Furniture,7,13098.3,0,91688.1,70021.67,21666.43,Priya Rao,UPI,Returning,3
102502,2025-11-25 0:00:00,Lakshmi Kumar,Male,63,Mumbai,Maharashtra,West,Keyboard,Electronics,8,1361.19,0,10889.52,8336.44,2553.08,Ravi Kumar,Credit Card,New,2
102503,2025-03-27 0:00:00,Sarah Das,Female,34,Pune,Maharashtra,West,Desk,Furniture,6,12428.64,20,59657.47,44509.59,15147.88,Ravi Kumar,Cash,Returning,5
102504,2025-09-05 0:00:00,Rahul Sharma,Male,53,Delhi,Delhi,North,Headphones,Electronics,4,2628.05,5,9986.59,8214.7,1771.89,Kiran Patel,Net Banking,New,3
102505,2025-08-12 0:00:00,Ravi Kumar,Male,31,Bengaluru,Karnataka,South,Laptop,Electronics,5,56193.58,5,266919.51,238530.64,28388.87,Ravi Kumar,Debit Card,Returning,4
102506,2025-10-23 0:00:00,Rahul Singh,Female,28,Hyderabad,Telangana,South,Mouse,Electronics,8,721.71,25,4330.26,3191.7,1138.56,Priya Rao,Credit Card,Returning,5
102507,2024-03-02 0:00:00,Lakshmi Singh,Female,38,Hyderabad,Telangana,South,Keyboard,Electronics,2,1586.25,5,3013.88,2420.76,593.12,Rahul Verma,Debit Card,New,3
102508,2025-05-17 0:00:00,Rohan Kumar,Female,35,Hyderabad,Telangana,South,Chair,Furniture,4,5774.55,0,23098.2,16840.7,6257.5,Amit Singh,Credit Card,New,1
102509,2025-05-20 0:00:00,Pooja Sharma,Male,52,Mumbai,Maharashtra,West,Phone,Electronics,1,28230.83,15,23996.21,15915.4,8080.81,Neha Sharma,Cash,New,4
102510,2024-06-04 0:00:00,Aditya Reddy,Female,43,Pune,Maharashtra,West,Laptop,Electronics,2,57723.67,15,98130.24,78675.59,19454.65,Ravi Kumar,UPI,New,1
102511,2024-04-05 0:00:00,John Patel,Male,41,Mumbai,Maharashtra,West,Laptop,Electronics,8,54320.54,10,391107.89,302314.2,88793.69,Priya Rao,Net Banking,New,3
102512,2024-11-02 0:00:00,Aarav Reddy,Female,65,Kolkata,West Bengal,East,Headphones,Electronics,2,2565,5,4873.5,4318.68,554.82,Neha Sharma,UPI,New,5
102513,2025-07-12 0:00:00,Vivaan Kumar,Male,33,Chennai,Tamil Nadu,South,Chair,Furniture,3,5696.42,10,15380.33,13456.72,1923.61,Rahul Verma,Credit Card,New,5
102514,2025-10-12 0:00:00,Priya Patel,Female,45,Hyderabad,Telangana,South,Desk,Furniture,1,12836.15,5,12194.34,8648.84,3545.5,Ravi Kumar,Cash,New,1
102515,2024-09-21 0:00:00,Aditya Reddy,Male,53,Visakhapatnam,Andhra Pradesh,South,Phone,Electronics,1,28020.97,0,28020.97,20081.89,7939.08,Amit Singh,Cash,Returning,3
102516,2024-10-21 0:00:00,Sneha Patel,Female,30,Chennai,Tamil Nadu,South,Monitor,Electronics,4,11094.53,5,42159.21,32402.36,9756.85,Rahul Verma,Cash,Returning,5
102517,2024-05-07 0:00:00,Ravi Reddy,Male,20,Kolkata,West Bengal,East,Mouse,Electronics,4,872.21,15,2965.51,1987.19,978.32,Priya Rao,UPI,Returning,2
102518,2025-07-19 0:00:00,Kiran Patel,Male,24,Visakhapatnam,Andhra Pradesh,South,Tablet,Electronics,3,20330.99,0,60992.97,46724.89,14268.08,Amit Singh,UPI,New,4
102519,2025-11-30 0:00:00,Pooja Das,Male,56,Bengaluru,Karnataka,South,Laptop,Electronics,7,56174.49,10,353899.29,233872.86,120026.43,Amit Singh,Cash,Returning,1
102520,2025-01-11 0:00:00,Amit Singh,Male,39,Kolkata,West Bengal,East,Printer,Electronics,6,8642.38,25,38890.71,34807.94,4082.77,Neha Sharma,Debit Card,New,1
102521,2025-03-24 0:00:00,Arjun Das,Male,51,Bengaluru,Karnataka,South,Printer,Electronics,8,9500.6,0,76004.8,58113.67,17891.13,Ravi Kumar,UPI,Returning,4
102522,2025-10-28 0:00:00,Arjun Singh,Female,20,Chennai,Tamil Nadu,South,Laptop,Electronics,5,59763.06,25,224111.47,178109.24,46002.23,Kiran Patel,Cash,New,3
102523,2025-12-12 0:00:00,Meera Reddy,Female,22,Visakhapatnam,Andhra Pradesh,South,Desk,Furniture,6,10953.61,10,59149.49,44944.91,14204.58,Kiran Patel,Credit Card,Returning,4
102524,2025-06-13 0:00:00,Priya Sharma,Female,42,Mumbai,Maharashtra,West,Headphones,Electronics,8,2371.37,0,18970.96,14758.26,4212.7,Neha Sharma,Net Banking,New,1
102525,2025-01-02 0:00:00,Rahul Patel,Female,62,Mumbai,Maharashtra,West,Tablet,Electronics,8,20007.83,5,152059.51,128194.4,23865.11,Rahul Verma,Debit Card,New,3
102526,2025-12-05 0:00:00,Aditya Das,Male,25,Pune,Maharashtra,West,Keyboard,Electronics,4,1365,20,4368,2892.33,1475.67,Amit Singh,Debit Card,New,3
102527,2025-01-08 0:00:00,Aditya Kumar,Male,27,Pune,Maharashtra,West,Mouse,Electronics,8,867.75,25,5206.5,4673.45,533.05,Amit Singh,Cash,Returning,5
102528,2025-04-07 0:00:00,David Reddy,Female,29,Kolkata,West Bengal,East,Monitor,Electronics,3,12084.03,20,29001.67,25047.66,3954.01,Kiran Patel,Cash,New,5
102529,2025-05-01 0:00:00,Meera Patel,Male,42,Delhi,Delhi,North,Phone,Electronics,4,30321.66,25,90964.98,69758.9,21206.08,Amit Singh,Debit Card,Returning,3
102530,2025-12-30 0:00:00,Meera Reddy,Male,54,Bengaluru,Karnataka,South,Chair,Furniture,3,6412.51,0,19237.53,12588.63,6648.9,Priya Rao,Debit Card,New,3
102531,2024-11-28 0:00:00,Amit Kumar,Male,34,Delhi,Delhi,North,Monitor,Electronics,2,11645.79,0,23291.58,20266.6,3024.98,Kiran Patel,Cash,New,1
102532,2025-05-29 0:00:00,Sarah Kumar,Female,54,Kolkata,West Bengal,East,Tablet,Electronics,7,21062.57,10,132694.19,92556.07,40138.12,Ravi Kumar,Cash,New,4
102533,2025-01-11 0:00:00,Pooja Sharma,Female,44,Hyderabad,Telangana,South,Phone,Electronics,2,28420.33,5,53998.63,37812.01,16186.62,Neha Sharma,UPI,New,1
102534,2025-03-06 0:00:00,Vivaan Singh,Female,29,Chennai,Tamil Nadu,South,Chair,Furniture,8,6383.92,15,43410.66,31657.9,11752.76,Neha Sharma,Net Banking,New,1
102535,2024-07-18 0:00:00,Sneha Reddy,Male,43,Visakhapatnam,Andhra Pradesh,South,Phone,Electronics,5,30946.57,10,139259.57,113189.73,26069.84,Neha Sharma,Debit Card,New,4
102536,2025-12-15 0:00:00,Suresh Singh,Female,45,Bengaluru,Karnataka,South,Tablet,Electronics,4,21262.95,10,76546.62,64483.66,12062.96,Amit Singh,Debit Card,Returning,4
102537,2024-03-12 0:00:00,Kiran Reddy,Female,57,Pune,Maharashtra,West,Phone,Electronics,8,32140.78,5,244269.93,166769.94,77499.99,Rahul Verma,Credit Card,Returning,1
102538,2025-02-24 0:00:00,Aarav Sharma,Male,25,Pune,Maharashtra,West,Printer,Electronics,5,9348.67,0,46743.35,34698.84,12044.51,Rahul Verma,Debit Card,New,3
102539,2024-09-05 0:00:00,Arjun Reddy,Male,51,Kolkata,West Bengal,East,Phone,Electronics,1,27633.84,5,26252.15,22500.27,3751.88,Amit Singh,Debit Card,New,3
102540,2025-03-07 0:00:00,Aditya Kumar,Male,33,Visakhapatnam,Andhra Pradesh,South,Desk,Furniture,2,11334.89,15,19269.31,13783.4,5485.91,Neha Sharma,Credit Card,New,1
102541,2024-05-17 0:00:00,Amit Reddy,Male,57,Visakhapatnam,Andhra Pradesh,South,Desk,Furniture,4,12052.2,10,43387.92,35536.95,7850.97,Ravi Kumar,Debit Card,Returning,1
102542,2025-12-19 0:00:00,Lakshmi Kumar,Female,26,Hyderabad,Telangana,South,Keyboard,Electronics,7,1406.37,15,8367.9,7471.33,896.57,Priya Rao,Debit Card,Returning,3
102543,2024-01-02 0:00:00,Amit Reddy,Male,40,Pune,Maharashtra,West,Mouse,Electronics,7,785.68,5,5224.77,4585.06,639.71,Neha Sharma,Credit Card,Returning,2
102544,2025-10-16 0:00:00,Vivaan Das,Male,39,Pune,Maharashtra,West,Monitor,Electronics,1,12731.14,25,9548.35,8401.69,1146.66,Priya Rao,Credit Card,New,5
102545,2024-05-24 0:00:00,Amit Singh,Male,45,Kolkata,West Bengal,East,Monitor,Electronics,8,10909.43,25,65456.58,57097.05,8359.53,Priya Rao,Cash,Returning,4
102546,2024-07-14 0:00:00,Ravi Das,Female,53,Hyderabad,Telangana,South,Printer,Electronics,1,8444,25,6333,4508.73,1824.27,Ravi Kumar,Net Banking,New,3
102547,2025-12-11 0:00:00,Kiran Das,Female,45,Pune,Maharashtra,West,Tablet,Electronics,2,22095.29,25,33142.93,25365.83,7777.1,Kiran Patel,Credit Card,New,2
102548,2025-08-03 0:00:00,Priya Singh,Female,51,Kolkata,West Bengal,East,Laptop,Electronics,4,52903.35,5,201032.73,171356.52,29676.21,Amit Singh,Credit Card,Returning,2
102549,2024-05-09 0:00:00,Rohan Kumar,Female,22,Hyderabad,Telangana,South,Tablet,Electronics,4,23156,15,78730.4,53273.99,25456.41,Neha Sharma,Net Banking,Returning,2
102550,2024-09-04 0:00:00,Amit Das,Female,24,Chennai,Tamil Nadu,South,Phone,Electronics,5,29249.85,15,124311.86,80866.89,43444.97,Ravi Kumar,Debit Card,Returning,5
102551,2024-02-29 0:00:00,John Patel,Male,45,Mumbai,Maharashtra,West,Mouse,Electronics,2,877.18,25,1315.77,885.49,430.28,Amit Singh,Debit Card,New,3
102552,2025-02-07 0:00:00,Rohan Kumar,Male,20,Visakhapatnam,Andhra Pradesh,South,Tablet,Electronics,1,23431.11,25,17573.33,13014.27,4559.06,Kiran Patel,UPI,Returning,3
102553,2025-05-10 0:00:00,Ananya Sharma,Male,45,Kolkata,West Bengal,East,Desk,Furniture,1,11081.26,10,9973.13,8439.92,1533.21,Rahul Verma,Cash,Returning,3
102554,2025-01-12 0:00:00,Sarah Reddy,Male,31,Visakhapatnam,Andhra Pradesh,South,Mouse,Electronics,6,770.52,5,4391.96,2871.18,1520.78,Neha Sharma,Credit Card,Returning,4
102555,2024-01-11 0:00:00,Lakshmi Das,Male,27,Visakhapatnam,Andhra Pradesh,South,Monitor,Electronics,1,12659.92,0,12659.92,10835.72,1824.2,Neha Sharma,Net Banking,New,5
102556,2025-03-29 0:00:00,Rohan Patel,Female,45,Chennai,Tamil Nadu,South,Phone,Electronics,1,27977.84,10,25180.06,22414.13,2765.93,Rahul Verma,Debit Card,New,4
102557,2025-07-18 0:00:00,Ananya Reddy,Female,48,Bengaluru,Karnataka,South,Keyboard,Electronics,6,1565.66,20,7515.17,5775.79,1739.38,Kiran Patel,Debit Card,Returning,2
102558,2025-09-27 0:00:00,Kiran Kumar,Male,20,Delhi,Delhi,North,Tablet,Electronics,5,20364.95,0,101824.75,71971.02,29853.73,Neha Sharma,Net Banking,Returning,3
102559,2025-06-21 0:00:00,Suresh Singh,Female,20,Kolkata,West Bengal,East,Tablet,Electronics,7,22054.52,5,146662.56,122141.85,24520.71,Rahul Verma,UPI,Returning,2
102560,2025-09-22 0:00:00,Kiran Patel,Female,40,Hyderabad,Telangana,South,Laptop,Electronics,5,58390.56,5,277355.16,246931.3,30423.86,Neha Sharma,Credit Card,New,1
102561,2024-10-13 0:00:00,Aarav Reddy,Male,37,Hyderabad,Telangana,South,Phone,Electronics,3,29022.58,5,82714.35,60281.59,22432.76,Amit Singh,UPI,Returning,3
102562,2025-06-19 0:00:00,Sneha Singh,Female,18,Bengaluru,Karnataka,South,Chair,Furniture,2,5585.31,20,8936.5,6145.11,2791.39,Amit Singh,Credit Card,Returning,3
102563,2024-05-09 0:00:00,Kiran Patel,Male,62,Hyderabad,Telangana,South,Chair,Furniture,3,5792.52,10,15639.8,11581.53,4058.27,Rahul Verma,Debit Card,Returning,1
102564,2025-10-25 0:00:00,Ananya Singh,Male,19,Bengaluru,Karnataka,South,Mouse,Electronics,6,780.65,10,4215.51,3488.33,727.18,Amit Singh,UPI,Returning,3
102565,2024-07-26 0:00:00,Kiran Reddy,Female,39,Chennai,Tamil Nadu,South,Printer,Electronics,5,9615.85,0,48079.25,38292.41,9786.84,Ravi Kumar,Debit Card,New,5
102566,2025-10-11 0:00:00,Lakshmi Sharma,Male,28,Kolkata,West Bengal,East,Headphones,Electronics,2,2323.25,15,3949.53,3481.03,468.5,Kiran Patel,Cash,New,3
102567,2025-10-29 0:00:00,Ravi Reddy,Female,53,Visakhapatnam,Andhra Pradesh,South,Keyboard,Electronics,5,1461.2,15,6210.1,5310.87,899.23,Rahul Verma,Cash,New,1
102568,2024-11-29 0:00:00,Aarav Patel,Male,29,Kolkata,West Bengal,East,Headphones,Electronics,3,2742.98,20,6583.15,5401.03,1182.12,Amit Singh,Net Banking,Returning,4
102569,2024-10-29 0:00:00,Ravi Kumar,Male,31,Delhi,Delhi,North,Phone,Electronics,1,32786.35,10,29507.72,21421.22,8086.5,Kiran Patel,Credit Card,New,3
102570,2025-08-11 0:00:00,Sarah Kumar,Male,42,Bengaluru,Karnataka,South,Chair,Furniture,6,6379.13,0,38274.78,32191.79,6082.99,Neha Sharma,Net Banking,Returning,2
102571,2024-02-20 0:00:00,Meera Kumar,Female,37,Kolkata,West Bengal,East,Tablet,Electronics,4,21940.5,20,70209.6,60818.95,9390.65,Kiran Patel,Cash,Returning,4
102572,2024-08-19 0:00:00,Suresh Reddy,Female,40,Bengaluru,Karnataka,South,Laptop,Electronics,2,59142.42,15,100542.11,90473.97,10068.14,Amit Singh,Debit Card,New,3
102573,2025-08-04 0:00:00,Rahul Kumar,Male,57,Hyderabad,Telangana,South,Headphones,Electronics,3,2722.21,20,6533.3,4516.32,2016.98,Neha Sharma,Debit Card,Returning,4
102574,2025-12-25 0:00:00,Kiran Singh,Female,21,Hyderabad,Telangana,South,Tablet,Electronics,2,22899.45,10,41219.01,33763.72,7455.29,Priya Rao,Cash,Returning,4
102575,2025-12-20 0:00:00,Aarav Kumar,Male,53,Kolkata,West Bengal,East,Phone,Electronics,2,29390.3,15,49963.51,37053.94,12909.57,Ravi Kumar,Cash,Returning,4
102576,2025-02-23 0:00:00,Arjun Das,Female,46,Pune,Maharashtra,West,Keyboard,Electronics,3,1619.02,0,4857.06,3791.7,1065.36,Kiran Patel,Net Banking,Returning,2
102577,2025-10-27 0:00:00,Kiran Das,Female,28,Kolkata,West Bengal,East,Desk,Furniture,3,11569.97,10,31238.92,27568.76,3670.16,Neha Sharma,Credit Card,Returning,4
102578,2024-10-28 0:00:00,Aarav Kumar,Male,27,Visakhapatnam,Andhra Pradesh,South,Printer,Electronics,6,8447.33,15,43081.38,36453.9,6627.48,Kiran Patel,Cash,New,4
102579,2025-10-24 0:00:00,Meera Singh,Female,63,Kolkata,West Bengal,East,Printer,Electronics,7,9246.46,20,51780.18,42343.65,9436.53,Neha Sharma,Cash,New,1
102580,2025-02-16 0:00:00,Aarav Singh,Male,33,Kolkata,West Bengal,East,Monitor,Electronics,6,12478.82,15,63641.98,50830.59,12811.39,Priya Rao,Credit Card,Returning,1
102581,2024-12-09 0:00:00,Amit Reddy,Female,30,Pune,Maharashtra,West,Mouse,Electronics,6,744.39,15,3796.39,3214.74,581.65,Amit Singh,Debit Card,Returning,4
102582,2024-09-12 0:00:00,David Sharma,Male,34,Visakhapatnam,Andhra Pradesh,South,Mouse,Electronics,4,851.75,5,3236.65,2402.71,833.94,Amit Singh,Debit Card,New,2
102583,2024-04-05 0:00:00,Amit Das,Female,49,Hyderabad,Telangana,South,Mouse,Electronics,7,757.2,20,4240.32,2959.15,1281.17,Amit Singh,Cash,New,5
102584,2024-01-30 0:00:00,Suresh Sharma,Male,21,Mumbai,Maharashtra,West,Monitor,Electronics,4,11549.61,20,36958.75,29001.88,7956.87,Priya Rao,UPI,Returning,3
102585,2025-10-14 0:00:00,Priya Sharma,Male,31,Pune,Maharashtra,West,Laptop,Electronics,6,60093.36,15,306476.14,274417.38,32058.76,Kiran Patel,Net Banking,New,1
102586,2025-03-21 0:00:00,Suresh Reddy,Male,49,Kolkata,West Bengal,East,Keyboard,Electronics,3,1382.17,10,3731.86,2872.34,859.52,Neha Sharma,Debit Card,New,1
102587,2024-06-27 0:00:00,Suresh Patel,Male,54,Bengaluru,Karnataka,South,Laptop,Electronics,4,53170.1,15,180778.34,134053.68,46724.66,Rahul Verma,UPI,New,4
102588,2024-03-16 0:00:00,Amit Patel,Male,52,Visakhapatnam,Andhra Pradesh,South,Mouse,Electronics,5,850.61,10,3827.75,2898.12,929.63,Kiran Patel,Cash,New,5
102589,2025-09-25 0:00:00,Meera Das,Female,22,Delhi,Delhi,North,Tablet,Electronics,4,19832.22,15,67429.55,53675.62,13753.93,Rahul Verma,UPI,Returning,1
102590,2024-04-14 0:00:00,Ravi Sharma,Male,50,Hyderabad,Telangana,South,Monitor,Electronics,2,12368.89,10,22264,15686.07,6577.93,Neha Sharma,Net Banking,New,5
102591,2024-01-10 0:00:00,Neha Das,Female,23,Pune,Maharashtra,West,Keyboard,Electronics,5,1585.61,0,7928.05,5386.79,2541.26,Amit Singh,Debit Card,Returning,5
102592,2025-09-14 0:00:00,David Kumar,Female,52,Chennai,Tamil Nadu,South,Desk,Furniture,7,12044.51,20,67449.26,57415.61,10033.65,Priya Rao,Cash,Returning,3
102593,2025-01-01 0:00:00,Lakshmi Sharma,Female,37,Bengaluru,Karnataka,South,Mouse,Electronics,2,775.92,0,1551.84,1300.23,251.61,Ravi Kumar,Credit Card,Returning,5
102594,2024-07-29 0:00:00,Arjun Kumar,Female,30,Kolkata,West Bengal,East,Desk,Furniture,3,12372.56,20,29694.14,23326.31,6367.83,Amit Singh,Net Banking,Returning,5
102595,2024-12-08 0:00:00,Lakshmi Sharma,Male,44,Pune,Maharashtra,West,Chair,Furniture,7,6165.72,0,43160.04,36535.38,6624.66,Rahul Verma,Cash,Returning,1
102596,2025-08-11 0:00:00,Neha Reddy,Female,21,Pune,Maharashtra,West,Printer,Electronics,7,9272.06,25,48678.32,32283.8,16394.52,Neha Sharma,Net Banking,Returning,2
102597,2025-06-10 0:00:00,Ravi Singh,Female,35,Chennai,Tamil Nadu,South,Keyboard,Electronics,3,1407.87,15,3590.07,2850.94,739.13,Rahul Verma,Debit Card,New,1
102598,2025-06-10 0:00:00,Suresh Kumar,Male,32,Delhi,Delhi,North,Laptop,Electronics,8,50608.34,20,323893.38,230505.16,93388.22,Amit Singh,Cash,Returning,2
102599,2025-04-06 0:00:00,Sarah Kumar,Female,21,Hyderabad,Telangana,South,Desk,Furniture,6,11865.07,5,67630.9,60739.1,6891.8,Priya Rao,UPI,Returning,3
102600,2025-09-15 0:00:00,Priya Patel,Female,24,Visakhapatnam,Andhra Pradesh,South,Laptop,Electronics,1,50401.67,5,47881.59,31637.52,16244.07,Amit Singh,Cash,Returning,2
102601,2025-02-17 0:00:00,Arjun Reddy,Male,37,Chennai,Tamil Nadu,South,Phone,Electronics,3,31866.17,25,71698.88,53979.46,17719.42,Kiran Patel,UPI,New,3
102602,2024-04-20 0:00:00,Suresh Sharma,Female,35,Delhi,Delhi,North,Laptop,Electronics,8,58925.95,20,377126.08,263707,113419.08,Amit Singh,Debit Card,New,5
102603,2025-02-05 0:00:00,Aarav Kumar,Female,21,Pune,Maharashtra,West,Keyboard,Electronics,8,1581.21,15,10752.23,9600.16,1152.07,Neha Sharma,Cash,New,5
102604,2024-03-26 0:00:00,Meera Reddy,Female,31,Hyderabad,Telangana,South,Mouse,Electronics,8,737.2,5,5602.72,4919.54,683.18,Neha Sharma,Cash,New,5
102605,2025-09-26 0:00:00,Lakshmi Kumar,Male,37,Bengaluru,Karnataka,South,Headphones,Electronics,3,2337.89,25,5260.25,3485.98,1774.27,Amit Singh,Cash,Returning,2
102606,2025-04-18 0:00:00,Vivaan Das,Female,50,Bengaluru,Karnataka,South,Mouse,Electronics,6,756.47,5,4311.88,3548.27,763.61,Rahul Verma,Debit Card,Returning,3
102607,2025-12-21 0:00:00,Ananya Reddy,Female,31,Hyderabad,Telangana,South,Mouse,Electronics,6,811.7,0,4870.2,3553.99,1316.21,Rahul Verma,UPI,Returning,3
102608,2024-10-27 0:00:00,Suresh Patel,Female,53,Visakhapatnam,Andhra Pradesh,South,Headphones,Electronics,5,2412.62,25,9047.32,5936.15,3111.17,Rahul Verma,Net Banking,New,2
102609,2025-12-03 0:00:00,John Kumar,Male,58,Kolkata,West Bengal,East,Laptop,Electronics,3,49536.98,25,111458.21,95306.24,16151.97,Neha Sharma,Debit Card,New,3
102610,2024-03-03 0:00:00,Ravi Das,Female,45,Hyderabad,Telangana,South,Desk,Furniture,6,12935.58,20,62090.78,45714.5,16376.28,Kiran Patel,UPI,Returning,3
102611,2025-06-04 0:00:00,David Patel,Female,47,Bengaluru,Karnataka,South,Headphones,Electronics,8,2252.98,25,13517.88,10884.18,2633.7,Rahul Verma,Cash,Returning,5
